csvid,text,label,cleaned_text,text_length,cleaned_word_count,tokens,filtered_text,stopwords_removed,filtered_word_count,tokens_str
668,I have to say a specific phrase to myself to neutralize a bad thought,OCD,i have to say a specific phrase to myself to neutralize a bad thought,69,14,"['say', 'specific', 'phrase', 'neutralize', 'bad', 'thought']",say specific phrase neutralize bad thought,8,6,say specific phrase neutralize bad thought
669,I feel a profound sense of emptiness that nothing can fill,Depression,i feel a profound sense of emptiness that nothing can fill,58,11,"['feel', 'profound', 'sense', 'emptiness', 'nothing', 'fill']",feel profound sense emptiness nothing fill,5,6,feel profound sense emptiness nothing fill
670,I feel a jolt of adrenaline every time I get an email notification,Anxiety,i feel a jolt of adrenaline every time i get an email notification,66,13,"['feel', 'jolt', 'adrenaline', 'every', 'time', 'get', 'email', 'notification']",feel jolt adrenaline every time get email notification,5,8,feel jolt adrenaline every time get email notification
671,I feel like I'm on the right path in my life,Normal,i feel like im on the right path in my life,43,11,"['feel', 'like', 'im', 'right', 'path', 'life']",feel like im right path life,5,6,feel like im right path life
672,I'm either talking a mile a minute or I'm completely silent for days,Bipolar,im either talking a mile a minute or im completely silent for days,66,13,"['im', 'either', 'talking', 'mile', 'minute', 'im', 'completely', 'silent', 'days']",im either talking mile minute im completely silent days,4,9,im either talking mile minute im completely silent days
673,I struggle to listen because I'm busy formulating my own response,ADHD,i struggle to listen because im busy formulating my own response,64,11,"['struggle', 'listen', 'im', 'busy', 'formulating', 'response']",struggle listen im busy formulating response,5,6,struggle listen im busy formulating response
674,I'm emotionally withdrawn and have difficulty showing affection,PTSD,im emotionally withdrawn and have difficulty showing affection,62,8,"['im', 'emotionally', 'withdrawn', 'difficulty', 'showing', 'affection']",im emotionally withdrawn difficulty showing affection,2,6,im emotionally withdrawn difficulty showing affection
675,I'm obsessed with the fear that I'll develop a serious illness,OCD,im obsessed with the fear that ill develop a serious illness,60,11,"['im', 'obsessed', 'fear', 'ill', 'develop', 'serious', 'illness']",im obsessed fear ill develop serious illness,4,7,im obsessed fear ill develop serious illness
676,I feel completely worthless and unlovable,Depression,i feel completely worthless and unlovable,41,6,"['feel', 'completely', 'worthless', 'unlovable']",feel completely worthless unlovable,2,4,feel completely worthless unlovable
677,I am constantly seeking reassurance that I didn't upset anyone,Anxiety,i am constantly seeking reassurance that i didnt upset anyone,61,10,"['constantly', 'seeking', 'reassurance', 'didnt', 'upset', 'anyone']",constantly seeking reassurance didnt upset anyone,4,6,constantly seeking reassurance didnt upset anyone
678,I feel like my mind is quiet and peaceful today,Normal,i feel like my mind is quiet and peaceful today,47,10,"['feel', 'like', 'mind', 'quiet', 'peaceful', 'today']",feel like mind quiet peaceful today,4,6,feel like mind quiet peaceful today
679,My confidence is either nonexistent or wildly inflated,Bipolar,my confidence is either nonexistent or wildly inflated,54,8,"['confidence', 'either', 'nonexistent', 'wildly', 'inflated']",confidence either nonexistent wildly inflated,3,5,confidence either nonexistent wildly inflated
680,I have a hard time with transitions and changes in my routine,ADHD,i have a hard time with transitions and changes in my routine,61,12,"['hard', 'time', 'transitions', 'changes', 'routine']",hard time transitions changes routine,7,5,hard time transitions changes routine
681,I'm having recurring nightmares that are exact replays of the event,PTSD,im having recurring nightmares that are exact replays of the event,66,11,"['im', 'recurring', 'nightmares', 'exact', 'replays', 'event']",im recurring nightmares exact replays event,5,6,im recurring nightmares exact replays event
682,I have to walk in a certain way to avoid bad luck,OCD,i have to walk in a certain way to avoid bad luck,49,12,"['walk', 'certain', 'way', 'avoid', 'bad', 'luck']",walk certain way avoid bad luck,6,6,walk certain way avoid bad luck
683,"I can't find pleasure in anything, even my favorite foods",Depression,i cant find pleasure in anything even my favorite foods,55,10,"['cant', 'find', 'pleasure', 'anything', 'even', 'favorite', 'foods']",cant find pleasure anything even favorite foods,3,7,cant find pleasure anything even favorite foods
684,I have a deep-seated fear of being abandoned by my loved ones,Anxiety,i have a deepseated fear of being abandoned by my loved ones,60,12,"['deepseated', 'fear', 'abandoned', 'loved', 'ones']",deepseated fear abandoned loved ones,7,5,deepseated fear abandoned loved ones
685,I'm proud of how I'm navigating life's complexities,Normal,im proud of how im navigating lifes complexities,48,8,"['im', 'proud', 'im', 'navigating', 'lifes', 'complexities']",im proud im navigating lifes complexities,2,6,im proud im navigating lifes complexities
686,"I have an uncontrollable flight of ideas, jumping from topic to topic",Bipolar,i have an uncontrollable flight of ideas jumping from topic to topic,68,12,"['uncontrollable', 'flight', 'ideas', 'jumping', 'topic', 'topic']",uncontrollable flight ideas jumping topic topic,6,6,uncontrollable flight ideas jumping topic topic
687,"I'm always late, no matter how early I try to start getting ready",ADHD,im always late no matter how early i try to start getting ready,63,13,"['im', 'always', 'late', 'matter', 'early', 'try', 'start', 'getting', 'ready']",im always late matter early try start getting ready,4,9,im always late matter early try start getting ready
688,"I feel like I'm a ticking time bomb, ready to explode with anger",PTSD,i feel like im a ticking time bomb ready to explode with anger,62,13,"['feel', 'like', 'im', 'ticking', 'time', 'bomb', 'ready', 'explode', 'anger']",feel like im ticking time bomb ready explode anger,4,9,feel like im ticking time bomb ready explode anger
689,I have to tear pages out of a book if I make a mistake writing in it,OCD,i have to tear pages out of a book if i make a mistake writing in it,68,17,"['tear', 'pages', 'book', 'make', 'mistake', 'writing']",tear pages book make mistake writing,11,6,tear pages book make mistake writing
690,I feel like I'm failing at every aspect of my life,Depression,i feel like im failing at every aspect of my life,49,11,"['feel', 'like', 'im', 'failing', 'every', 'aspect', 'life']",feel like im failing every aspect life,4,7,feel like im failing every aspect life
691,I'm obsessively re-reading texts I've sent to analyze their meaning,Anxiety,im obsessively rereading texts ive sent to analyze their meaning,64,10,"['im', 'obsessively', 'rereading', 'texts', 'ive', 'sent', 'analyze', 'meaning']",im obsessively rereading texts ive sent analyze meaning,2,8,im obsessively rereading texts ive sent analyze meaning
692,I feel like I have a healthy perspective on my problems,Normal,i feel like i have a healthy perspective on my problems,55,11,"['feel', 'like', 'healthy', 'perspective', 'problems']",feel like healthy perspective problems,6,5,feel like healthy perspective problems
693,My mood depends entirely on whether I'm in an up or down cycle,Bipolar,my mood depends entirely on whether im in an up or down cycle,61,13,"['mood', 'depends', 'entirely', 'whether', 'im', 'cycle']",mood depends entirely whether im cycle,7,6,mood depends entirely whether im cycle
694,I have a hard time relaxing and am always fidgeting or restless,ADHD,i have a hard time relaxing and am always fidgeting or restless,63,12,"['hard', 'time', 'relaxing', 'always', 'fidgeting', 'restless']",hard time relaxing always fidgeting restless,6,6,hard time relaxing always fidgeting restless
695,I have a hard time imagining a future for myself,PTSD,i have a hard time imagining a future for myself,48,10,"['hard', 'time', 'imagining', 'future']",hard time imagining future,6,4,hard time imagining future
696,I can't stop cleaning because I'm afraid of germs making my family sick,OCD,i cant stop cleaning because im afraid of germs making my family sick,69,13,"['cant', 'stop', 'cleaning', 'im', 'afraid', 'germs', 'making', 'family', 'sick']",cant stop cleaning im afraid germs making family sick,4,9,cant stop cleaning im afraid germs making family sick
697,I feel like I don't deserve to be happy,Depression,i feel like i dont deserve to be happy,38,9,"['feel', 'like', 'dont', 'deserve', 'happy']",feel like dont deserve happy,4,5,feel like dont deserve happy
698,I'm worried I'll have a panic attack in public and humiliate myself,Anxiety,im worried ill have a panic attack in public and humiliate myself,65,12,"['im', 'worried', 'ill', 'panic', 'attack', 'public', 'humiliate']",im worried ill panic attack public humiliate,5,7,im worried ill panic attack public humiliate
699,I'm able to appreciate the small joys in my day,Normal,im able to appreciate the small joys in my day,46,10,"['im', 'able', 'appreciate', 'small', 'joys', 'day']",im able appreciate small joys day,4,6,im able appreciate small joys day
700,"My sleep patterns are completely erratic, either insomnia or hypersomnia",Bipolar,my sleep patterns are completely erratic either insomnia or hypersomnia,71,10,"['sleep', 'patterns', 'completely', 'erratic', 'either', 'insomnia', 'hypersomnia']",sleep patterns completely erratic either insomnia hypersomnia,3,7,sleep patterns completely erratic either insomnia hypersomnia
